State,District,Most AQI Reached,Current AQI,Major Source of Pollution,AQI_Difference,Category,District_Rank
Maharashtra,Nandurbar (Area 3),264,61,Road Dust,203,Satisfactory,4368
Maharashtra,Nandurbar (Area 4),115,99,Construction Dust,16,Satisfactory,3553
Maharashtra,Nandurbar (Area 5),188,160,Domestic Fuel,28,Moderate,2154
Maharashtra,Nandurbar (Area 6),199,118,Crop Burning,81,Moderate,3122
Maharashtra,Nashik,228,43,Construction Dust,185,Good,4752
Maharashtra,Nashik (Area 1),265,99,Domestic Fuel,166,Satisfactory,3553
Maharashtra,Nashik (Area 2),235,58,Vehicle,177,Satisfactory,4431
Maharashtra,Nashik (Area 3),155,69,Industrial Emissions,86,Satisfactory,4186
Maharashtra,Nashik (Area 4),283,160,Crop Burning,123,Moderate,2154
Maharashtra,Nashik (Area 5),164,159,Industrial Emissions,5,Moderate,2183
Maharashtra,Nashik (Area 6),204,113,Crop Burning,91,Moderate,3243
Maharashtra,Osmanabad,309,167,Road Dust,142,Moderate,1979
Maharashtra,Osmanabad (Area 1),149,128,Construction Dust,21,Moderate,2872
Maharashtra,Osmanabad (Area 2),236,109,Industrial Emissions,127,Moderate,3338
Maharashtra,Osmanabad (Area 3),154,98,Crop Burning,56,Satisfactory,3574
Maharashtra,Osmanabad (Area 4),295,92,Waste Burning,203,Satisfactory,3706
Maharashtra,Osmanabad (Area 5),156,156,Road Dust,0,Moderate,2251
Maharashtra,Osmanabad (Area 6),282,66,Vehicle,216,Satisfactory,4247
Maharashtra,Palghar,305,60,Industrial Emissions,245,Satisfactory,4390
Maharashtra,Palghar (Area 1),191,164,Crop Burning,27,Moderate,2049
Maharashtra,Palghar (Area 2),171,157,Domestic Fuel,14,Moderate,2239
Maharashtra,Palghar (Area 3),119,62,Domestic Fuel,57,Satisfactory,4343
Maharashtra,Palghar (Area 4),195,108,Domestic Fuel,87,Moderate,3362
Maharashtra,Palghar (Area 5),221,83,Waste Burning,138,Satisfactory,3892
Maharashtra,Palghar (Area 6),116,63,Waste Burning,53,Satisfactory,4322
Maharashtra,Parbhani,135,112,Road Dust,23,Moderate,3267
Maharashtra,Parbhani (Area 1),203,167,Industrial Emissions,36,Moderate,1979
Maharashtra,Parbhani (Area 2),148,95,Domestic Fuel,53,Satisfactory,3634
Maharashtra,Parbhani (Area 3),257,158,Waste Burning,99,Moderate,2207
Maharashtra,Parbhani (Area 4),137,93,Domestic Fuel,44,Satisfactory,3678
Maharashtra,Parbhani (Area 5),166,149,Waste Burning,17,Moderate,2426
Maharashtra,Parbhani (Area 6),156,138,Waste Burning,18,Moderate,2660
Maharashtra,Pune,105,92,Construction Dust,13,Satisfactory,3706
Maharashtra,Pune (Area 1),239,77,Domestic Fuel,162,Satisfactory,4006
Maharashtra,Pune (Area 2),242,75,Construction Dust,167,Satisfactory,4041
Maharashtra,Pune (Area 3),158,75,Construction Dust,83,Satisfactory,4041
Maharashtra,Pune (Area 4),90,77,Industrial Emissions,13,Satisfactory,4006
Maharashtra,Pune (Area 5),186,97,Crop Burning,89,Satisfactory,3593
Maharashtra,Pune (Area 6),275,136,Road Dust,139,Moderate,2692
Maharashtra,Raigad,244,156,Vehicle,88,Moderate,2251
Maharashtra,Raigad (Area 1),168,60,Vehicle,108,Satisfactory,4390
Maharashtra,Raigad (Area 2),205,178,Industrial Emissions,27,Moderate,1702
Maharashtra,Raigad (Area 3),258,140,Construction Dust,118,Moderate,2627
Maharashtra,Raigad (Area 4),108,38,Waste Burning,70,Good,4845
Maharashtra,Raigad (Area 5),138,76,Road Dust,62,Satisfactory,4023
Maharashtra,Raigad (Area 6),231,129,Vehicle,102,Moderate,2852
Maharashtra,Ratnagiri,295,144,Crop Burning,151,Moderate,2550
Maharashtra,Ratnagiri (Area 1),278,95,Domestic Fuel,183,Satisfactory,3634
Maharashtra,Ratnagiri (Area 2),200,178,Domestic Fuel,22,Moderate,1702
Maharashtra,Ratnagiri (Area 3),140,52,Waste Burning,88,Satisfactory,4564
Maharashtra,Ratnagiri (Area 4),93,44,Crop Burning,49,Good,4732
Maharashtra,Ratnagiri (Area 5),231,149,Industrial Emissions,82,Moderate,2426
Maharashtra,Ratnagiri (Area 6),234,108,Road Dust,126,Moderate,3362
Maharashtra,Sangli,244,60,Road Dust,184,Satisfactory,4390
Maharashtra,Sangli (Area 1),320,175,Domestic Fuel,145,Moderate,1780
Maharashtra,Sangli (Area 2),80,47,Domestic Fuel,33,Good,4656
Maharashtra,Sangli (Area 3),268,68,Crop Burning,200,Satisfactory,4204
Maharashtra,Sangli (Area 4),299,116,Industrial Emissions,183,Moderate,3173
Maharashtra,Sangli (Area 5),135,68,Construction Dust,67,Satisfactory,4204
Maharashtra,Sangli (Area 6),280,129,Crop Burning,151,Moderate,2852
Maharashtra,Satara,147,123,Road Dust,24,Moderate,2983
Maharashtra,Satara (Area 1),285,155,Waste Burning,130,Moderate,2275
Maharashtra,Satara (Area 2),180,88,Vehicle,92,Satisfactory,3792
Maharashtra,Satara (Area 3),161,126,Waste Burning,35,Moderate,2934
Maharashtra,Satara (Area 4),172,137,Waste Burning,35,Moderate,2677
Maharashtra,Satara (Area 5),238,148,Vehicle,90,Moderate,2446
Maharashtra,Satara (Area 6),182,100,Domestic Fuel,82,Satisfactory,3535
Maharashtra,Sindhudurg,305,88,Road Dust,217,Satisfactory,3792
Maharashtra,Sindhudurg (Area 1),236,149,Construction Dust,87,Moderate,2426
Maharashtra,Sindhudurg (Area 2),198,70,Construction Dust,128,Satisfactory,4153
Maharashtra,Sindhudurg (Area 3),149,119,Crop Burning,30,Moderate,3093
Maharashtra,Sindhudurg (Area 4),178,104,Vehicle,74,Moderate,3454
Maharashtra,Sindhudurg (Area 5),131,32,Crop Burning,99,Good,4983
Maharashtra,Sindhudurg (Area 6),99,87,Construction Dust,12,Satisfactory,3813
Maharashtra,Solapur,279,179,Waste Burning,100,Moderate,1667
Maharashtra,Solapur (Area 1),220,79,Vehicle,141,Satisfactory,3967
Maharashtra,Solapur (Area 2),298,78,Waste Burning,220,Satisfactory,3989
Maharashtra,Solapur (Area 3),141,70,Waste Burning,71,Satisfactory,4153
Maharashtra,Solapur (Area 4),183,53,Domestic Fuel,130,Satisfactory,4544
Maharashtra,Solapur (Area 5),310,126,Industrial Emissions,184,Moderate,2934
Maharashtra,Solapur (Area 6),189,146,Industrial Emissions,43,Moderate,2499
Maharashtra,Thane,193,130,Vehicle,63,Moderate,2832
Maharashtra,Thane (Area 1),313,158,Waste Burning,155,Moderate,2207
Maharashtra,Thane (Area 2),195,181,Industrial Emissions,14,Moderate,1609
Maharashtra,Thane (Area 3),257,81,Domestic Fuel,176,Satisfactory,3923
Maharashtra,Thane (Area 4),210,30,Vehicle,180,Good,5042
Maharashtra,Thane (Area 5),212,162,Domestic Fuel,50,Moderate,2106
Maharashtra,Thane (Area 6),195,126,Industrial Emissions,69,Moderate,2934
Maharashtra,Wardha,201,175,Crop Burning,26,Moderate,1780
Maharashtra,Wardha (Area 1),259,86,Crop Burning,173,Satisfactory,3830
Maharashtra,Wardha (Area 2),119,32,Vehicle,87,Good,4983
Maharashtra,Wardha (Area 3),243,121,Domestic Fuel,122,Moderate,3037
Maharashtra,Wardha (Area 4),247,127,Waste Burning,120,Moderate,2909
Maharashtra,Wardha (Area 5),188,37,Domestic Fuel,151,Good,4863
Maharashtra,Wardha (Area 6),171,170,Domestic Fuel,1,Moderate,1898
Maharashtra,Washim,180,129,Domestic Fuel,51,Moderate,2852
Maharashtra,Washim (Area 1),216,125,Crop Burning,91,Moderate,2951
Maharashtra,Washim (Area 2),304,186,Industrial Emissions,118,Moderate,1478
Maharashtra,Washim (Area 3),209,91,Waste Burning,118,Satisfactory,3726
Maharashtra,Washim (Area 4),298,178,Crop Burning,120,Moderate,1702
Maharashtra,Washim (Area 5),217,184,Domestic Fuel,33,Moderate,1544
Maharashtra,Washim (Area 6),159,84,Construction Dust,75,Satisfactory,3872
Maharashtra,Yavatmal,132,53,Vehicle,79,Satisfactory,4544
Maharashtra,Yavatmal (Area 1),261,186,Domestic Fuel,75,Moderate,1478
Maharashtra,Yavatmal (Area 2),241,167,Industrial Emissions,74,Moderate,1979
Maharashtra,Yavatmal (Area 3),169,167,Road Dust,2,Moderate,1979
Maharashtra,Yavatmal (Area 4),62,54,Domestic Fuel,8,Satisfactory,4523
Maharashtra,Yavatmal (Area 5),77,31,Vehicle,46,Good,5016
Maharashtra,Yavatmal (Area 6),291,171,Road Dust,120,Moderate,1866
Manipur,Bishnupur,124,57,Domestic Fuel,67,Satisfactory,4452
Manipur,Bishnupur (Area 1),298,57,Vehicle,241,Satisfactory,4452
Manipur,Bishnupur (Area 2),202,122,Vehicle,80,Moderate,3013
Manipur,Bishnupur (Area 3),210,91,Industrial Emissions,119,Satisfactory,3726
Manipur,Bishnupur (Area 4),176,124,Crop Burning,52,Moderate,2971
Manipur,Bishnupur (Area 5),188,91,Construction Dust,97,Satisfactory,3726
Manipur,Bishnupur (Area 6),214,184,Waste Burning,30,Moderate,1544
Manipur,Chandel,179,113,Domestic Fuel,66,Moderate,3243
Manipur,Chandel (Area 1),214,185,Construction Dust,29,Moderate,1517
Manipur,Chandel (Area 2),258,108,Construction Dust,150,Moderate,3362
Manipur,Chandel (Area 3),207,133,Domestic Fuel,74,Moderate,2758
Manipur,Chandel (Area 4),170,68,Vehicle,102,Satisfactory,4204
Manipur,Chandel (Area 5),285,69,Industrial Emissions,216,Satisfactory,4186
Manipur,Chandel (Area 6),240,43,Waste Burning,197,Good,4752
Manipur,Churachandpur,296,175,Vehicle,121,Moderate,1780
Manipur,Churachandpur (Area 1),286,150,Waste Burning,136,Moderate,2400
Manipur,Churachandpur (Area 2),298,138,Road Dust,160,Moderate,2660
Manipur,Churachandpur (Area 3),295,70,Industrial Emissions,225,Satisfactory,4153
Manipur,Churachandpur (Area 4),276,46,Construction Dust,230,Good,4680
Manipur,Churachandpur (Area 5),214,46,Road Dust,168,Good,4680
Manipur,Churachandpur (Area 6),246,81,Vehicle,165,Satisfactory,3923
Manipur,Imphal East,257,31,Road Dust,226,Good,5016
Manipur,Imphal East (Area 1),105,90,Waste Burning,15,Satisfactory,3750
Manipur,Imphal East (Area 2),183,126,Industrial Emissions,57,Moderate,2934
Manipur,Imphal East (Area 3),221,64,Waste Burning,157,Satisfactory,4293
Manipur,Imphal East (Area 4),169,69,Road Dust,100,Satisfactory,4186
Manipur,Imphal East (Area 5),256,44,Domestic Fuel,212,Good,4732
Manipur,Imphal East (Area 6),314,145,Crop Burning,169,Moderate,2526
Manipur,Imphal West,173,142,Domestic Fuel,31,Moderate,2585
Manipur,Imphal West (Area 1),290,166,Vehicle,124,Moderate,2007
Manipur,Imphal West (Area 2),150,68,Industrial Emissions,82,Satisfactory,4204
Manipur,Imphal West (Area 3),220,102,Road Dust,118,Moderate,3493
Manipur,Imphal West (Area 4),230,173,Crop Burning,57,Moderate,1826
Manipur,Imphal West (Area 5),306,87,Domestic Fuel,219,Satisfactory,3813
Manipur,Imphal West (Area 6),157,129,Vehicle,28,Moderate,2852
Manipur,Jiribam,232,140,Domestic Fuel,92,Moderate,2627
Manipur,Jiribam (Area 1),229,187,Crop Burning,42,Moderate,1455
Manipur,Jiribam (Area 2),311,140,Crop Burning,171,Moderate,2627
Manipur,Jiribam (Area 3),213,51,Domestic Fuel,162,Satisfactory,4578
Manipur,Jiribam (Area 4),156,135,Construction Dust,21,Moderate,2714
Manipur,Jiribam (Area 5),260,189,Industrial Emissions,71,Moderate,1395
Manipur,Jiribam (Area 6),235,134,Waste Burning,101,Moderate,2740
Manipur,Kakching,122,117,Construction Dust,5,Moderate,3144
Manipur,Kakching (Area 1),308,35,Domestic Fuel,273,Good,4916
Manipur,Kakching (Area 2),234,115,Domestic Fuel,119,Moderate,3206
Manipur,Kakching (Area 3),215,37,Road Dust,178,Good,4863
Manipur,Kakching (Area 4),232,108,Road Dust,124,Moderate,3362
Manipur,Kakching (Area 5),263,135,Crop Burning,128,Moderate,2714
Manipur,Kakching (Area 6),192,57,Vehicle,135,Satisfactory,4452
Manipur,Kamjong,262,189,Domestic Fuel,73,Moderate,1395
Manipur,Kamjong (Area 1),316,131,Domestic Fuel,185,Moderate,2815
Manipur,Kamjong (Area 2),131,96,Waste Burning,35,Satisfactory,3616
Manipur,Kamjong (Area 3),237,156,Crop Burning,81,Moderate,2251
Manipur,Kamjong (Area 4),168,96,Industrial Emissions,72,Satisfactory,3616
Manipur,Kamjong (Area 5),199,114,Industrial Emissions,85,Moderate,3226
Manipur,Kamjong (Area 6),307,92,Construction Dust,215,Satisfactory,3706
Manipur,Kangpokpi,242,132,Domestic Fuel,110,Moderate,2792
Manipur,Kangpokpi (Area 1),257,122,Vehicle,135,Moderate,3013
Manipur,Kangpokpi (Area 2),192,131,Crop Burning,61,Moderate,2815
Manipur,Kangpokpi (Area 3),294,188,Construction Dust,106,Moderate,1423
Manipur,Kangpokpi (Area 4),273,70,Industrial Emissions,203,Satisfactory,4153
Manipur,Kangpokpi (Area 5),242,117,Vehicle,125,Moderate,3144
Manipur,Kangpokpi (Area 6),246,176,Waste Burning,70,Moderate,1754
Manipur,Noney,211,150,Waste Burning,61,Moderate,2400
Manipur,Noney (Area 1),178,151,Vehicle,27,Moderate,2376
Manipur,Noney (Area 2),182,174,Industrial Emissions,8,Moderate,1803
Manipur,Noney (Area 3),315,144,Vehicle,171,Moderate,2550
Manipur,Noney (Area 4),219,123,Road Dust,96,Moderate,2983
Manipur,Noney (Area 5),234,130,Crop Burning,104,Moderate,2832
Manipur,Noney (Area 6),253,180,Industrial Emissions,73,Moderate,1635
Manipur,Pherzawl,299,91,Construction Dust,208,Satisfactory,3726
Manipur,Pherzawl (Area 1),155,94,Construction Dust,61,Satisfactory,3654
Manipur,Pherzawl (Area 2),40,40,Domestic Fuel,0,Good,4808
Manipur,Pherzawl (Area 3),317,37,Road Dust,280,Good,4863
Manipur,Pherzawl (Area 4),244,63,Domestic Fuel,181,Satisfactory,4322
Manipur,Pherzawl (Area 5),319,151,Industrial Emissions,168,Moderate,2376
Manipur,Pherzawl (Area 6),236,142,Industrial Emissions,94,Moderate,2585
Manipur,Senapati,118,116,Waste Burning,2,Moderate,3173
Manipur,Senapati (Area 1),54,43,Industrial Emissions,11,Good,4752
Manipur,Senapati (Area 2),195,177,Road Dust,18,Moderate,1733
Manipur,Senapati (Area 3),199,70,Industrial Emissions,129,Satisfactory,4153
Manipur,Senapati (Area 4),194,102,Vehicle,92,Moderate,3493
Manipur,Senapati (Area 5),313,168,Crop Burning,145,Moderate,1954
Manipur,Senapati (Area 6),239,148,Construction Dust,91,Moderate,2446
Manipur,Tamenglong,190,146,Industrial Emissions,44,Moderate,2499
Manipur,Tamenglong (Area 1),290,148,Industrial Emissions,142,Moderate,2446
Manipur,Tamenglong (Area 2),217,32,Crop Burning,185,Good,4983
Manipur,Tamenglong (Area 3),292,158,Crop Burning,134,Moderate,2207
Manipur,Tamenglong (Area 4),170,82,Vehicle,88,Satisfactory,3904
Manipur,Tamenglong (Area 5),290,171,Construction Dust,119,Moderate,1866
Manipur,Tamenglong (Area 6),94,90,Construction Dust,4,Satisfactory,3750
Manipur,Tengnoupal,203,186,Road Dust,17,Moderate,1478
Manipur,Tengnoupal (Area 1),183,87,Crop Burning,96,Satisfactory,3813
Manipur,Tengnoupal (Area 2),200,91,Industrial Emissions,109,Satisfactory,3726
Manipur,Tengnoupal (Area 3),241,137,Crop Burning,104,Moderate,2677
Manipur,Tengnoupal (Area 4),168,92,Waste Burning,76,Satisfactory,3706
Manipur,Tengnoupal (Area 5),308,173,Industrial Emissions,135,Moderate,1826
Manipur,Tengnoupal (Area 6),74,48,Waste Burning,26,Good,4638
Manipur,Thoubal,188,109,Domestic Fuel,79,Moderate,3338
Manipur,Thoubal (Area 1),179,113,Vehicle,66,Moderate,3243
Manipur,Thoubal (Area 2),319,129,Vehicle,190,Moderate,2852
Manipur,Thoubal (Area 3),287,140,Construction Dust,147,Moderate,2627
Manipur,Thoubal (Area 4),276,173,Vehicle,103,Moderate,1826
Manipur,Thoubal (Area 5),245,177,Construction Dust,68,Moderate,1733
Manipur,Thoubal (Area 6),128,68,Domestic Fuel,60,Satisfactory,4204
Manipur,Ukhrul,292,39,Vehicle,253,Good,4829
Manipur,Ukhrul (Area 1),144,75,Crop Burning,69,Satisfactory,4041
Manipur,Ukhrul (Area 2),199,131,Crop Burning,68,Moderate,2815
Manipur,Ukhrul (Area 3),274,95,Domestic Fuel,179,Satisfactory,3634
Manipur,Ukhrul (Area 4),193,31,Vehicle,162,Good,5016
Manipur,Ukhrul (Area 5),231,190,Domestic Fuel,41,Moderate,1355
Manipur,Ukhrul (Area 6),315,122,Construction Dust,193,Moderate,3013
Meghalaya,East Garo Hills,206,57,Vehicle,149,Satisfactory,4452
Meghalaya,East Garo Hills (Area 1),303,59,Vehicle,244,Satisfactory,4416
Meghalaya,East Garo Hills (Area 2),195,90,Construction Dust,105,Satisfactory,3750
Meghalaya,East Garo Hills (Area 3),260,185,Waste Burning,75,Moderate,1517
Meghalaya,East Garo Hills (Area 4),237,170,Vehicle,67,Moderate,1898
Meghalaya,East Garo Hills (Area 5),288,181,Waste Burning,107,Moderate,1609
Meghalaya,East Garo Hills (Area 6),123,82,Road Dust,41,Satisfactory,3904
Meghalaya,East Jaintia Hills,135,65,Crop Burning,70,Satisfactory,4267
Meghalaya,East Jaintia Hills (Area 1),235,110,Industrial Emissions,125,Moderate,3302
Meghalaya,East Jaintia Hills (Area 2),141,103,Construction Dust,38,Moderate,3474
Meghalaya,East Jaintia Hills (Area 3),101,86,Crop Burning,15,Satisfactory,3830
Meghalaya,East Jaintia Hills (Area 4),266,162,Crop Burning,104,Moderate,2106
Meghalaya,East Jaintia Hills (Area 5),177,173,Road Dust,4,Moderate,1826
Meghalaya,East Jaintia Hills (Area 6),182,40,Crop Burning,142,Good,4808
Meghalaya,East Khasi Hills,228,33,Crop Burning,195,Good,4964
Meghalaya,East Khasi Hills (Area 1),161,133,Construction Dust,28,Moderate,2758
Meghalaya,East Khasi Hills (Area 2),172,118,Construction Dust,54,Moderate,3122
Meghalaya,East Khasi Hills (Area 3),147,108,Industrial Emissions,39,Moderate,3362
Meghalaya,East Khasi Hills (Area 4),226,77,Construction Dust,149,Satisfactory,4006
Meghalaya,East Khasi Hills (Area 5),224,110,Construction Dust,114,Moderate,3302
Meghalaya,East Khasi Hills (Area 6),192,153,Crop Burning,39,Moderate,2329
Meghalaya,North Garo Hills,233,102,Crop Burning,131,Moderate,3493
Meghalaya,North Garo Hills (Area 1),142,138,Construction Dust,4,Moderate,2660
Meghalaya,North Garo Hills (Area 2),97,86,Crop Burning,11,Satisfactory,3830
Meghalaya,North Garo Hills (Area 3),312,51,Vehicle,261,Satisfactory,4578
Meghalaya,North Garo Hills (Area 4),202,119,Domestic Fuel,83,Moderate,3093
Meghalaya,North Garo Hills (Area 5),229,46,Waste Burning,183,Good,4680
Meghalaya,North Garo Hills (Area 6),238,180,Vehicle,58,Moderate,1635
Meghalaya,Ri Bhoi,246,169,Industrial Emissions,77,Moderate,1925
Meghalaya,Ri Bhoi (Area 1),231,74,Domestic Fuel,157,Satisfactory,4064
Meghalaya,Ri Bhoi (Area 2),187,151,Waste Burning,36,Moderate,2376
Meghalaya,Ri Bhoi (Area 3),227,173,Domestic Fuel,54,Moderate,1826
Meghalaya,Ri Bhoi (Area 4),319,41,Domestic Fuel,278,Good,4789
Meghalaya,Ri Bhoi (Area 5),319,50,Domestic Fuel,269,Good,4596
Meghalaya,Ri Bhoi (Area 6),271,79,Domestic Fuel,192,Satisfactory,3967
Meghalaya,South Garo Hills,129,52,Waste Burning,77,Satisfactory,4564
Meghalaya,South Garo Hills (Area 1),257,143,Crop Burning,114,Moderate,2567
Meghalaya,South Garo Hills (Area 2),131,61,Domestic Fuel,70,Satisfactory,4368
Meghalaya,South Garo Hills (Area 3),258,178,Road Dust,80,Moderate,1702
Meghalaya,South Garo Hills (Area 4),240,72,Waste Burning,168,Satisfactory,4100
Meghalaya,South Garo Hills (Area 5),99,34,Construction Dust,65,Good,4944
Meghalaya,South Garo Hills (Area 6),274,35,Waste Burning,239,Good,4916
Meghalaya,South West Garo Hills ,319,50,Waste Burning,269,Good,4596
Meghalaya,South West Garo Hills  (Area 1),311,64,Construction Dust,247,Satisfactory,4293
Meghalaya,South West Garo Hills  (Area 2),166,40,Vehicle,126,Good,4808
Meghalaya,South West Garo Hills  (Area 3),187,51,Construction Dust,136,Satisfactory,4578
Meghalaya,South West Garo Hills  (Area 4),312,173,Construction Dust,139,Moderate,1826
Meghalaya,South West Garo Hills  (Area 5),248,118,Industrial Emissions,130,Moderate,3122
Meghalaya,South West Garo Hills  (Area 6),71,33,Vehicle,38,Good,4964
Meghalaya,South West Khasi Hills,141,51,Construction Dust,90,Satisfactory,4578
Meghalaya,South West Khasi Hills (Area 1),214,105,Crop Burning,109,Moderate,3436
Meghalaya,South West Khasi Hills (Area 2),95,55,Waste Burning,40,Satisfactory,4497
Meghalaya,South West Khasi Hills (Area 3),188,110,Domestic Fuel,78,Moderate,3302
Meghalaya,South West Khasi Hills (Area 4),229,60,Waste Burning,169,Satisfactory,4390
Meghalaya,South West Khasi Hills (Area 5),66,36,Road Dust,30,Good,4893
Meghalaya,South West Khasi Hills (Area 6),156,55,Road Dust,101,Satisfactory,4497
Meghalaya,West Garo Hills,185,148,Waste Burning,37,Moderate,2446
Meghalaya,West Garo Hills (Area 1),205,43,Road Dust,162,Good,4752
Meghalaya,West Garo Hills (Area 2),88,85,Crop Burning,3,Satisfactory,3852
Meghalaya,West Garo Hills (Area 3),114,73,Domestic Fuel,41,Satisfactory,4083
Meghalaya,West Garo Hills (Area 4),117,71,Waste Burning,46,Satisfactory,4129
Meghalaya,West Garo Hills (Area 5),230,46,Construction Dust,184,Good,4680
Meghalaya,West Garo Hills (Area 6),157,105,Crop Burning,52,Moderate,3436
Meghalaya,West Jaintia Hills,266,94,Construction Dust,172,Satisfactory,3654
Meghalaya,West Jaintia Hills (Area 1),233,101,Waste Burning,132,Moderate,3515
Meghalaya,West Jaintia Hills (Area 2),216,32,Waste Burning,184,Good,4983
Meghalaya,West Jaintia Hills (Area 3),217,159,Industrial Emissions,58,Moderate,2183
Meghalaya,West Jaintia Hills (Area 4),97,82,Vehicle,15,Satisfactory,3904
Meghalaya,West Jaintia Hills (Area 5),221,138,Crop Burning,83,Moderate,2660
Meghalaya,West Jaintia Hills (Area 6),314,51,Construction Dust,263,Satisfactory,4578
Meghalaya,West Khasi Hills,173,92,Waste Burning,81,Satisfactory,3706
Meghalaya,West Khasi Hills (Area 1),242,183,Vehicle,59,Moderate,1572
Meghalaya,West Khasi Hills (Area 2),189,165,Road Dust,24,Moderate,2028
Meghalaya,West Khasi Hills (Area 3),148,126,Road Dust,22,Moderate,2934
Meghalaya,West Khasi Hills (Area 4),160,148,Road Dust,12,Moderate,2446
Meghalaya,West Khasi Hills (Area 5),220,170,Construction Dust,50,Moderate,1898
Meghalaya,West Khasi Hills (Area 6),310,112,Industrial Emissions,198,Moderate,3267
Mizoram,Aizawl,132,35,Crop Burning,97,Good,4916
Mizoram,Aizawl (Area 1),155,142,Waste Burning,13,Moderate,2585
Mizoram,Aizawl (Area 2),220,127,Construction Dust,93,Moderate,2909
